date_update,provinsi,kabupaten_kota,kecamatan,kelurahan,alamat,total_odp,total_pdp,total_positif,positif_sembuh,positif_dirawat,positif_isolasi,positif_meninggal,total_otg,odr_total,total_pp,total_ppdt,source_link
16/09/2020,Jawa Tengah,Demak       ,Guntur  ,Tlogorejo           ,     ,   1    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Guntur  ,Bumiharjo           ,     ,   5    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Guntur  ,Sidoharjo           ,     ,   2    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Guntur  ,Bogosari            ,     ,   4    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Guntur  ,Guntur              ,     ,   6    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Guntur  ,Blerong             ,     ,   6    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Guntur  ,Pamongan            ,     ,   6    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Guntur  ,Sukorejo            ,     ,   7    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Guntur  ,Sarirejo            ,     ,   3    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Guntur  ,Sidokumpul          ,     ,   5    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Guntur  ,Gaji                ,     ,   6    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Guntur  ,Banjarejo           ,     ,   1    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Guntur  ,Krandon             ,     ,   4    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Guntur  ,Tangkis             ,     ,   1    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Guntur  ,Wonorejo            ,     ,   4    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Mijen   ,Mijen               ,     ,   9    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Mijen   ,Geneng              ,     ,   3    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Mijen   ,Tanggul             ,     ,   1    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Mijen   ,Banteng mati        ,     ,   1    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Mijen   ,Mlaten              ,     ,   9    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Mijen   ,Bermi               ,     ,   2    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Mijen   ,Gempol songo        ,     ,   2    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Mijen   ,Ngelowetan          ,     ,   6    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Mijen   ,Bakung              ,     ,   4    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Mijen   ,Pasir               ,     ,   8    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Mijen   ,Jleper              ,     ,   7    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Mijen   ,Rejosari            ,     ,   2    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Mijen   ,Ngegol              ,     ,   1    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Mijen   ,Pecuk               ,     ,   9    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Mijen   ,Ngelo Kulon         ,     ,   4    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Dempet  ,Harjowinangun       ,     ,   2    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Dempet  ,Dempet              ,     ,   2    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Dempet  ,Brakas              ,     ,   3    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Dempet  ,Sidomulyo           ,     ,   7    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Dempet  ,Gempoldenok         ,     ,   2    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Dempet  ,Bolosengan          ,     ,   0    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Dempet  ,Merak               ,     ,   0    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Dempet  ,Kebonsari           ,     ,   0    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Dempet  ,Balerejo            ,     ,   1    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Dempet  ,Karangrejo          ,     ,   1    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Dempet  ,Baleromo            ,     ,   2    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Dempet  ,Jeruk gulung        ,     ,   0    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Dempet  ,Kunir               ,     ,   0    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Dempet  ,Kedongori           ,     ,   5    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Dempet  ,Kuwu                ,     ,   2    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Dempet  ,Kramal              ,     ,   4    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Wedung  ,Wedung              ,     ,   18   ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Wedung  ,Ruwit               ,     ,   3    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Wedung  ,Bungo               ,     ,   14   ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Wedung  ,Ngawen              ,     ,   4    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Wedung  ,Kenduren            ,     ,   2    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Wedung  ,Buko                ,     ,   14   ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Wedung  ,Mandung             ,     ,   0    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Wedung  ,Berahan Wetan       ,     ,   5    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Wedung  ,Berahan Kulon       ,     ,   3    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Wedung  ,Tempel              ,     ,   1    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Wedung  ,Kedung Karang       ,     ,   11   ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Wedung  ,Kedung Mutih        ,     ,   32   ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Wedung  ,Jungsemi            ,     ,   6    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Wedung  ,Jelak               ,     ,   3    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Wedung  ,Jungpasir           ,     ,   8    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Wedung  ,Mutih Kulon         ,     ,   4    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Wedung  ,Mutih Wetan         ,     ,   2    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Wedung  ,Kendalasem          ,     ,   6    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Wedung  ,Babalan             ,     ,   12   ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Wedung  ,Tedunan             ,     ,   1    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Karangawen,Bumirejo          ,     ,   9    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Karangawen,Pundenarum        ,     ,   10   ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Karangawen,Kuripan           ,     ,   16   ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Karangawen,Brambang          ,     ,   14   ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Karangawen,Karangawen        ,     ,   3    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Karangawen,Sidorejo          ,     ,   15   ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Karangawen,Wonosektor        ,     ,   5    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Karangawen,Tlogorejo         ,     ,   11   ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Karangawen,Rejosari          ,     ,   6    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Karangawen,Teluk             ,     ,   5    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Karangawen,Margahayu         ,     ,   3    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Karangawen,Jragung           ,     ,   8    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Sayung  ,Bedono              ,     ,   6    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Sayung  ,Gemulak             ,     ,   7    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Sayung  ,Sriwulan            ,     ,   16   ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Sayung  ,Tugu                ,     ,   7    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Sayung  ,Purwosari           ,     ,   19   ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Sayung  ,Surodadi            ,     ,   7    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Sayung  ,Sidorejo            ,     ,   7    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Sayung  ,Timbulsloko         ,     ,   1    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Sayung  ,Banjarsari          ,     ,   3    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Sayung  ,Sidogemah           ,     ,   11   ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Sayung  ,Tambakrolo          ,     ,   2    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Sayung  ,Kalisari            ,     ,   10   ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Sayung  ,Dombo               ,     ,   2    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Sayung  ,Bulusari            ,     ,   4    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Sayung  ,Jelaksari           ,     ,   7    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Sayung  ,Karangasem          ,     ,   6    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Sayung  ,Prampelan           ,     ,   6    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Sayung  ,Sayung              ,     ,   14   ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Sayung  ,Pilangsari          ,     ,   7    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
16/09/2020,Jawa Tengah,Demak       ,Sayung  ,Loireng             ,     ,   5    ,,             ,              ,               ,               ,                 ,        ,         ,         ,          ,https://corona.demakkab.go.id/
